,Arttırılabilir Azami Bellek,Bağlantılar,Brand,Cihaz Ağırlığı,Dokunmatik Ekran,Ekran Boyutu,Ekran Kartı,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Yenileme Hızı,Ekran Özelliği,Garanti Süresi,Garanti Tipi,Görüntü Kalitesi,HDMI,Hard Disk Kapasitesi,Kapasite,Klavye,Kullanım Amacı,Maksimum İşlemci Hızı (GHz),Okula Dönüş,Optik Sürücü,Optik Sürücü Tipi,Panel Tipi,Price,Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,Renk,SSD Kapasitesi,Soket Tipi,Star,Temel İşlemci Hızı (GHz),Title,Çözünürlük,Çözünürlük Standartı,İşlemci Frekansı,İşlemci Modeli,İşlemci Nesli,İşlemci Tipi,İşlemci Çekirdek Sayısı,İşletim Sistemi,Şarjlı Kullanım Süresi
4656,,Bluetooth,"LENOVO Thinkpad E14 Gen 2 I7-1165g7 32gb 1tb Ssd 512gb Ssd 2gb Mx450 W10p 14"" Fhd 20ta0053tx042 20TA0053TX042 ",2 kg ve Altı,Yok,14 inç,Nvidia GeForce MX450,GDDR5,2 GB,Harici,Belirtilmemiş,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Oyun,4.7,,,Yok,IPS,"31.536,60",32 GB,DDR4,Siyah,1 TB,,0.0,2.8," Thinkpad E14 Gen 2 I7-1165g7 32gb 1tb Ssd 512gb Ssd 2gb Mx450 W10p 14"" Fhd 20ta0053tx042 20TA0053TX042 ",1920 x 1080,Full HD (FHD),,1165G7,11. Nesil,Intel Core i7,4,Windows,3 Saat ve Altı
4657,,,Dell Latitude 7420 I7-1165g7 16gb 256gb Ssd 14 Fhd Ubuntu N058L742014EMEA_U ,2 - 4 kg,Yok,14 inç,Belirtilmemiş,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,31.269,16 GB,Belirtilmemiş,Siyah,256 GB,,0.0,2.8, Latitude 7420 I7-1165g7 16gb 256gb Ssd 14 Fhd Ubuntu N058L742014EMEA_U ,1920 x 1080,Full HD (FHD),,1165G7,11. Nesil,Intel Core i7,Belirtilmemiş,Ubuntu,
4658,,,"Dell N056l742014emea_u Latitude Ci5-1145g7 2.40 Ghz 16gb 256gb Ssd 14"" Ubuntu N056L742014EMEA_U ",2 - 4 kg,Yok,14 inç,Paylaşımlı,Belirtilmemiş,Paylaşımlı,Dahili,Yok,,,Resmi Distribütör Garantili,,,Yok,,Q Türkçe,Ofis - İş,,,,Yok,,29.049,16 GB,DDR4,Siyah,256 GB,,0.0,2.4," N056l742014emea_u Latitude Ci5-1145g7 2.40 Ghz 16gb 256gb Ssd 14"" Ubuntu N056L742014EMEA_U ",1920 x 1080,Full HD (FHD),,Belirtilmemiş,11. Nesil,Intel Core i5,Belirtilmemiş,Ubuntu,
4659,,,"HP Zbook Fury 15 G8 314k0ea I7-11850h 16gb 1tb Ssd 4gb Rtx A2000 15.6"" W10p 314K0EA ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,,Q Türkçe,Oyun,,,,Yok,,"52.392,92",16 GB,DDR4,Gri,1 TB,,0.0,2.5," Zbook Fury 15 G8 314k0ea I7-11850h 16gb 1tb Ssd 4gb Rtx A2000 15.6"" W10p 314K0EA ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4660,,,"HP Zbook Studio 15 G7 1j3w1ea I7-10850h 16gb 512gb Ssd 6gb Rtx3000 15.6"" W10p 1J3W1EA ",2 - 4 kg,Yok,"15,6 inç",Nvidia Quadro RTX 3000,GDDR6,6 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,,Q Türkçe,Ofis - İş,,,,Yok,,"63.221,41",16 GB,DDR4,Gri,512 GB,,0.0,2.7," Zbook Studio 15 G7 1j3w1ea I7-10850h 16gb 512gb Ssd 6gb Rtx3000 15.6"" W10p 1J3W1EA ",1920 x 1080,Full HD (FHD),,10850H,10. Nesil,Intel Core i7,6,Windows,
4661,,HDMI,Dell Precision M3560 I7-1185g7 8gb 256gb Ssd T500 W10p Mobil Iş Istasyonu Xctop3560emea-1 XCTOP3560EMEA-1 ,2 kg ve Altı,Yok,"15,6 inç",NVIDIA Quadro T500 Mobile,GDDR6,2 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,,Q Türkçe,Ofis - İş,4.8,,,Yok,,"33.150,75",8 GB,DDR4,Gri,256 GB,,0.0,3, Precision M3560 I7-1185g7 8gb 256gb Ssd T500 W10p Mobil Iş Istasyonu Xctop3560emea-1 XCTOP3560EMEA-1 ,1920 x 1080,Full HD (FHD),,1185G7,11. Nesil,Intel Core i7,4,Windows,
4662,,HDMI,"Dell Precision M7560 I7 11850h 16gb 256gb Ssd Rtx A2000 W10p 15,6'' Mobil Iş Istasyonu Xctop7560emea-1 XCTOP7560EMEA-1 ",2 kg ve Altı,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,Yok,Q Türkçe,Ofis - İş,4.8,,,Yok,,56.439,16 GB,DDR4,Gri,256 GB,,4.24,2.5," Precision M7560 I7 11850h 16gb 256gb Ssd Rtx A2000 W10p 15,6'' Mobil Iş Istasyonu Xctop7560emea-1 XCTOP7560EMEA-1 ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4663,,,"ACER Sf313-52-59q0 I5-1035g4 8 Gb 512 Gb Ssd Iris Plus Graphics 13.5"" Qhd Nx.hqwey.002 (açık Kutu) NX.HQWEY.002 ",2 kg ve Altı,Yok,"13,3 inç",Intel Iris Graphics,DDR4,Paylaşımlı,Dahili,Yok,,,Resmi Distribütör Garantili,,,Yok,,Q Türkçe,Ofis - İş,,,,Yok,,31.592,8 GB,DDR4,Gümüş,512 GB,,4.6,1.1," Sf313-52-59q0 I5-1035g4 8 Gb 512 Gb Ssd Iris Plus Graphics 13.5"" Qhd Nx.hqwey.002 (açık Kutu) NX.HQWEY.002 ",2340 x 1440,QHD,,1035G4,10. Nesil,Intel Core i5,4,Android,
4664,,,"LENOVO P15v V2 21a9001wtx I7-11800h 32gb 512ssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Istasyonu T10150 ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,"60.841,01",32 GB,DDR4,Siyah,512 GB,,0.0,2.3," P15v V2 21a9001wtx I7-11800h 32gb 512ssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Istasyonu T10150 ",1920 x 1080,Full HD (FHD),,11800H,11. Nesil,Intel Core i7,8,Windows,
4665,,,"LENOVO P15v V2 21a90010tx05 I7-11800h 32gb 1tbssd+1tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Ist T10140E ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,53.249,32 GB,DDR4,Siyah,2 TB,,0.0,2.3," P15v V2 21a90010tx05 I7-11800h 32gb 1tbssd+1tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Ist T10140E ",1920 x 1080,Full HD (FHD),,11800H,11. Nesil,Intel Core i7,8,Windows,
4666,,,"LENOVO P15v V2 21a90010tx01 I7-11800h 32gb 512ssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Istasyonu T10140A ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,50.399,32 GB,DDR4,Siyah,512 GB,,0.0,2.3," P15v V2 21a90010tx01 I7-11800h 32gb 512ssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Istasyonu T10140A ",1920 x 1080,Full HD (FHD),,11800H,11. Nesil,Intel Core i7,8,Windows,
4667,,,"LENOVO P15v V2 21a90010tx06 I7-11800h 64gb 512ssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Istasyonu T10140F ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,53.399,64 GB,DDR4,Siyah,512 GB,,0.0,2.3," P15v V2 21a90010tx06 I7-11800h 64gb 512ssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Istasyonu T10140F ",1920 x 1080,Full HD (FHD),,11800H,11. Nesil,Intel Core i7,8,Windows,
4668,,,"LENOVO P15v V2 21a90010tx04 I7-11800h 32gb 512ssd+1tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Ist T10140D ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,512 GB,,Aydınlatmalı,Ofis - İş,,,,Yok,,52.149,32 GB,DDR4,Siyah,1 TB,,0.0,2.3," P15v V2 21a90010tx04 I7-11800h 32gb 512ssd+1tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Ist T10140D ",1920 x 1080,Full HD (FHD),,11800H,11. Nesil,Intel Core i7,8,Windows,
4669,,,"LENOVO P15v V2 21a90010tx03 I7-11800h 32gb 2tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Istasyonu T10140C ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,53.949,32 GB,DDR4,Siyah,2 TB,,0.0,2.3," P15v V2 21a90010tx03 I7-11800h 32gb 2tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Istasyonu T10140C ",1920 x 1080,Full HD (FHD),,11800H,11. Nesil,Intel Core i7,8,Windows,
4670,,,"LENOVO P15v V2 21a90010tx09 I7-11800h 64gb 512ssd+1tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Ist T10140I ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,512 GB,,Aydınlatmalı,Ofis - İş,,,,Yok,,55.149,64 GB,DDR4,Siyah,1 TB,,0.0,2.3," P15v V2 21a90010tx09 I7-11800h 64gb 512ssd+1tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Ist T10140I ",1920 x 1080,Full HD (FHD),,11800H,11. Nesil,Intel Core i7,8,Windows,
4671,,,"LENOVO P15v V2 21a90010tx08 I7-11800h 64gb 2tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Istasyonu T10140H ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,56.949,64 GB,DDR4,Siyah,2 TB,,0.0,2.3," P15v V2 21a90010tx08 I7-11800h 64gb 2tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Istasyonu T10140H ",1920 x 1080,Full HD (FHD),,11800H,11. Nesil,Intel Core i7,8,Windows,
4672,,,"LENOVO P15v V2 21a90010tx02 I7-11800h 32gb 1tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Istasyonu T10140B ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,51.499,32 GB,DDR4,Siyah,1 TB,,0.0,2.3," P15v V2 21a90010tx02 I7-11800h 32gb 1tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Istasyonu T10140B ",1920 x 1080,Full HD (FHD),,11800H,11. Nesil,Intel Core i7,8,Windows,
4673,,,"LENOVO P15v V2 21a90010tx I7-11800h 16gb 512ssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Istasyonu T10140 ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,48.999,16 GB,DDR4,Siyah,512 GB,,0.0,2.3," P15v V2 21a90010tx I7-11800h 16gb 512ssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Istasyonu T10140 ",1920 x 1080,Full HD (FHD),,11800H,11. Nesil,Intel Core i7,8,Windows,
4674,,,"LENOVO P15v V2 21a90010tx07 I7-11800h 64gb 1tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Istasyonu T10140G ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,54.499,64 GB,DDR4,Siyah,1 TB,,0.0,2.3," P15v V2 21a90010tx07 I7-11800h 64gb 1tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Istasyonu T10140G ",1920 x 1080,Full HD (FHD),,11800H,11. Nesil,Intel Core i7,8,Windows,
4675,,,"LENOVO P15v V2 21a90010tx10 I7-11800h 64gb 1tbssd+1tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Ist T10140J ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,56.249,64 GB,DDR4,Siyah,2 TB,,0.0,2.3," P15v V2 21a90010tx10 I7-11800h 64gb 1tbssd+1tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Ist T10140J ",1920 x 1080,Full HD (FHD),,11800H,11. Nesil,Intel Core i7,8,Windows,
4676,,HDMI,"HP Zbook Studio G8 I9-11900h 32gb 1tb Ssd Rtx3070 8gb W10p 15.6"" Fhd Mobil İş İstasyonu 314g5ea 314G5EA ",2 kg ve Altı,Yok,"15,6 inç",Nvidia GeForce RTX 3070,GDDR6,8 GB,Harici,Belirtilmemiş,,,Resmi Distribütör Garantili,,,Yok,Yok,Q Türkçe,Ofis - İş,4.9,,,Yok,IPS,"82.999,99",32 GB,DDR4,Gri,1 TB,,4.19,2.5," Zbook Studio G8 I9-11900h 32gb 1tb Ssd Rtx3070 8gb W10p 15.6"" Fhd Mobil İş İstasyonu 314g5ea 314G5EA ",1920 x 1080,Full HD (FHD),,11900H,11. Nesil,Intel Core i9,8,Windows,
4677,,HDMI,"HP Zbook Studio G8 I7 11800h 16gb 512gb Ssd T1200 W10p 15.6"" Fhd Taşınabilir Iş Istasyonu 314f7ea 314F7EA ",2 - 4 kg,Yok,"15,6 inç",NVIDIA Quadro T1200,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,,Q Türkçe,Ofis - İş,4.6,,,Yok,IPS,"52.999,99",16 GB,DDR4,Gri,512 GB,,0.0,2.3," Zbook Studio G8 I7 11800h 16gb 512gb Ssd T1200 W10p 15.6"" Fhd Taşınabilir Iş Istasyonu 314f7ea 314F7EA ",1920 x 1080,Full HD (FHD),,11800H,11. Nesil,Intel Core i7,8,Windows,6 Saat ve Üstü
4678,32 GB,Bluetooth,"LENOVO Thinkpad E14 Gen 2 Core I7-1165g7 32gb 1tb Ssd 512 Ssd Mx450 Win 10 Pro 14""fhd 20tbs2aqtr042 20TBS2AQTR042 ",2 kg ve Altı,Yok,14 inç,Nvidia GeForce MX450,GDDR5,2 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,,Q Türkçe,Tasarım,,,,Yok,IPS,"31.402,71",32 GB,DDR4,Siyah,1 TB,,0.0,2.8," Thinkpad E14 Gen 2 Core I7-1165g7 32gb 1tb Ssd 512 Ssd Mx450 Win 10 Pro 14""fhd 20tbs2aqtr042 20TBS2AQTR042 ",1920 x 1080,Full HD (FHD),,1165G7,11. Nesil,Intel Core i7,4,Windows,3 Saat ve Altı
4679,,,Dynabook Dizüstü Bilgisayar A40-j-13b PMM15E-00T01DTE ,2 kg ve Altı,Yok,14 inç,Dahili Ekran Kartı,Belirtilmemiş,Paylaşımlı,Dahili,Yok,,,Resmi Distribütör Garantili,,,Yok,,Q Türkçe,Ofis - İş,,,,Yok,,32.666,16 GB,DDR4,Mavi,512 GB,,0.0,2.7, Dizüstü Bilgisayar A40-j-13b PMM15E-00T01DTE ,1920 x 1080,Full HD (FHD),,1165G7,11. Nesil,Intel Core i7,Belirtilmemiş,Windows,
4680,,,"LENOVO Thinkbook Plus 20wh000rtx01 I5-1130g7 16gb 1tbssd 13.3"" Wqxga Touch W10p Taşınabilir Bilgisayar T09850A ",2 kg ve Altı,Var,"13,3 inç",Intel Iris Graphics,SD,Paylaşımlı,Dahili,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,"31.137,48",16 GB,DDR4,Gri,1 TB,,4.45,1.8," Thinkbook Plus 20wh000rtx01 I5-1130g7 16gb 1tbssd 13.3"" Wqxga Touch W10p Taşınabilir Bilgisayar T09850A ",2560 x 1600,QHD,,Belirtilmemiş,11. Nesil,Intel Core i5,4,Windows,
4681,,,Dynabook Portege X40-j-146 PPH11E-0LF035TE ,2 kg ve Altı,Yok,14 inç,Dahili Ekran Kartı,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,48.302,16 GB,DDR4,Mavi,512 GB,,0.0,2.7, Portege X40-j-146 PPH11E-0LF035TE ,1920 x 1080,Full HD (FHD),,1165G7,11. Nesil,Intel Core i7,Belirtilmemiş,Windows,
4682,,,"Dell Lati 7520 Ci7-1165g7 16gb 256gb Ssd 15.6"" Fhd Touch Cf Win10 (n011l752015emea) N011L752015EMEA ",Belirtilmemiş,Yok,14 inç,Dahili Ekran Kartı,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,,Resmi Distribütör Garantili,,,Yok,,Q Türkçe,Ev - Okul,,,,Yok,,"39.615,80",4 GB,Belirtilmemiş,Yeşil,Yok,,0.0,Belirtilmemiş," Lati 7520 Ci7-1165g7 16gb 256gb Ssd 15.6"" Fhd Touch Cf Win10 (n011l752015emea) N011L752015EMEA ",1920 x 1080,Full HD (FHD),,Belirtilmemiş,Yok,Apple M1 Max,Belirtilmemiş,Free Dos,
4683,,,"LENOVO Thinkbook Plus 20wh000rtx02 I5-1130g7 16gb 2tbssd 13.3"" Wqxga Touch W10p Taşınabilir Bilgisa T09850B ",2 kg ve Altı,Var,"13,3 inç",Intel Iris Graphics,SD,Paylaşımlı,Dahili,Yok,,,Resmi Distribütör Garantili,,,Yok,,Aydınlatmalı,Ofis - İş,,,,Yok,,"33.127,24",16 GB,DDR4,Gri,2 TB,,0.0,1.8," Thinkbook Plus 20wh000rtx02 I5-1130g7 16gb 2tbssd 13.3"" Wqxga Touch W10p Taşınabilir Bilgisa T09850B ",2560 x 1600,QHD,,Belirtilmemiş,11. Nesil,Intel Core i5,4,Windows,
4684,,,LENOVO Thinkpad X1 Carbon Gen 9 I7 1165g7 16gb 2tb Ssd 14 W10 Pro 20xws09xcg2 20XWS09XCG2 ,2 kg ve Altı,Yok,14 inç,Intel Iris Graphics,DDR4,Paylaşımlı,Dahili,Belirtilmemiş,,,Resmi Distribütör Garantili,,,Yok,Yok,Q Türkçe,Ofis - İş,4.3,Üniversite,,Yok,IPS,"45.294,21",16 GB,DDR4,Siyah,2 TB,,0.0,1.8, Thinkpad X1 Carbon Gen 9 I7 1165g7 16gb 2tb Ssd 14 W10 Pro 20xws09xcg2 20XWS09XCG2 ,1920 x 1200,Full HD (FHD),,1165G7,11. Nesil,Intel Core i7,Belirtilmemiş,Windows,4-6 Saat
4685,,,LENOVO 20sua1e101 Mws P15 I7-10750h 6c 2.6ghz 16gb 2666mhz 512gb M.2 Sata Ssd Nvıdıa T1000 4gb 210219118 ,2 - 4 kg,Var,"15,6 inç",Nvidia Quadro T1000,GDDR5,4 GB,Dahili,60 Hz,,,Resmi Distribütör Garantili,,,Yok,,F Klavye,Ofis - İş,,,,Yok,,"78.119,99",16 GB,DDR4,Siyah,512 GB,,0.0,2.6, 20sua1e101 Mws P15 I7-10750h 6c 2.6ghz 16gb 2666mhz 512gb M.2 Sata Ssd Nvıdıa T1000 4gb 210219118 ,1920 x 1080,Ultra HD 4K (UHD),,10750H,10. Nesil,Intel Core i7,6,Free Dos,
4686,,,"Dell Precision M7560 Tknm7560rksı7a13 I7-11850h 64gb 1tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş I T09482M ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,Yok,Aydınlatmalı,Oyun,,,,Yok,,"57.471,74",64 GB,DDR4,Gri,1 TB,,0.0,2.5," Precision M7560 Tknm7560rksı7a13 I7-11850h 64gb 1tbssd A2000 15.6"" Fullhd W10p Taşınabilir Iş I T09482M ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4687,,,"Dell Precision M7560 Tknm7560rksı7a22 I7-11850h 128gb 512ssd+1tbssd+1tbssd A2000 15.6"" Fullhd W10p T T09482Y ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,512 GB,Aydınlatmalı,Oyun,,,,Yok,,"65.629,69",128 GB,DDR4,Gri,2 TB,,0.0,2.5," Precision M7560 Tknm7560rksı7a22 I7-11850h 128gb 512ssd+1tbssd+1tbssd A2000 15.6"" Fullhd W10p T T09482Y ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4688,,,"Dell Precision M7560 Tknm7560rksı7a8 I7-11850h 32gb 512ssd+1tbssd A2000 15.6"" Fullhd W10p Taşınabili T09482H ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,512 GB,Aydınlatmalı,Tasarım,,,,Yok,,"55.710,82",32 GB,DDR4,Gri,1 TB,,0.0,2.5," Precision M7560 Tknm7560rksı7a8 I7-11850h 32gb 512ssd+1tbssd A2000 15.6"" Fullhd W10p Taşınabili T09482H ",1920 x 1080,Full HD (FHD),,Belirtilmemiş,11. Nesil,Intel Core i7,8,Windows,
4689,,,"Dell Precision M7560 Tknm7560rksı7a5 I7-11850h 16gb 1tbssd+1tbssd+1tbssd A2000 15.6"" Fullhd W10p Taş T09482E ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,1 TB,Aydınlatmalı,Tasarım,,,,Yok,,"57.123,54",16 GB,DDR4,Gri,2 TB,,0.0,2.5," Precision M7560 Tknm7560rksı7a5 I7-11850h 16gb 1tbssd+1tbssd+1tbssd A2000 15.6"" Fullhd W10p Taş T09482E ",1920 x 1080,Full HD (FHD),,Belirtilmemiş,11. Nesil,Intel Core i7,8,Windows,
4690,,,"Dell Precision M7560 Tknm7560rksı7a18 I7-11850h 128gb 512ssd A2000 15.6"" Fullhd W10p Taşınabilir Iş T09482S ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,Yok,Aydınlatmalı,Oyun,,,,Yok,,"61.779,54",128 GB,DDR4,Gri,512 GB,,0.0,2.5," Precision M7560 Tknm7560rksı7a18 I7-11850h 128gb 512ssd A2000 15.6"" Fullhd W10p Taşınabilir Iş T09482S ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4691,,,"Dell Precision M7560 Tknm7560rksı7a9 I7-11850h 32gb 1tbssd+1tbssd A2000 15.6"" Fullhd W10p Taşınabili T09482I ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,Yok,Aydınlatmalı,Tasarım,,,,Yok,,"56.606,20",32 GB,DDR4,Gri,2 TB,,0.0,2.5," Precision M7560 Tknm7560rksı7a9 I7-11850h 32gb 1tbssd+1tbssd A2000 15.6"" Fullhd W10p Taşınabili T09482I ",1920 x 1080,Full HD (FHD),,Belirtilmemiş,11. Nesil,Intel Core i7,8,Windows,
4692,,,"Dell Precision M7560 Tknm7560rksı7a20 I7-11850h 128gb 512ssd+1tbssd A2000 15.6"" Fullhd W10p Taşınabi T09482U ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,512 GB,Aydınlatmalı,Oyun,,,,Yok,,"63.739,44",128 GB,DDR4,Gri,1 TB,,0.0,2.5," Precision M7560 Tknm7560rksı7a20 I7-11850h 128gb 512ssd+1tbssd A2000 15.6"" Fullhd W10p Taşınabi T09482U ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4693,,,"Dell Precision M7560 Tknm7560rksı7 I7-11850h 16gb 512ssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Ista T09482 ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,Belirtilmemiş,,,Resmi Distribütör Garantili,,,Yok,Yok,Aydınlatmalı,Oyun,,,,Yok,,52.378,16 GB,DDR4,Gri,512 GB,,0.0,2.5," Precision M7560 Tknm7560rksı7 I7-11850h 16gb 512ssd A2000 15.6"" Fullhd W10p Taşınabilir Iş Ista T09482 ",1920 x 1080,Full HD (FHD),,Belirtilmemiş,11. Nesil,Intel Core i7,8,Windows,
4694,,,"Dell Precision M7560 Tknm7560rksı7a23 I7-11850h 128gb 1tbssd+1tbssd+1tbssd A2000 15.6"" Fullhd W10p T T09482Z ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,1 TB,Aydınlatmalı,Oyun,,,,Yok,,"66.525,07",128 GB,DDR4,Gri,2 TB,,0.0,2.5," Precision M7560 Tknm7560rksı7a23 I7-11850h 128gb 1tbssd+1tbssd+1tbssd A2000 15.6"" Fullhd W10p T T09482Z ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
4695,,,"Dell Precision M7560 Tknm7560rksı7a14 I7-11850h 64gb 512ssd+1tbssd A2000 15.6"" Fullhd W10p Taşınabil T09482N ",2 - 4 kg,Yok,"15,6 inç",Nvidia RTX A2000,GDDR6,4 GB,Harici,60 Hz,,,Resmi Distribütör Garantili,,,Yok,512 GB,Aydınlatmalı,Ofis - İş,,,,Yok,,"58.496,46",64 GB,DDR4,Gri,1 TB,,0.0,2.5," Precision M7560 Tknm7560rksı7a14 I7-11850h 64gb 512ssd+1tbssd A2000 15.6"" Fullhd W10p Taşınabil T09482N ",1920 x 1080,Full HD (FHD),,11850H,11. Nesil,Intel Core i7,8,Windows,
